Title,Author,price,pages,Rating,star5,star4,star3,star2,star1,language,publisher,ISBN,contents
The Hitchhiker's Guide to Python: Best Practices for Development,"[ Kenneth Reitz,  and , Tanya Schlusser]",24.99,336,4.4,66%,16%,13%,3%,3%,English,"O'Reilly Media; 1st edition (October 18, 2016)",978-1491933176,"Chapter 1: Picking an Interpreter
Chapter 2: Properly Installing Python
Chapter 3: Your Development Environment
Chapter 4: Writing Great Code
Chapter 5: Reading Great Code
Chapter 6: Getting Down to Business
Chapter 7: Common Gotchas
Part II: Getting Down to Business

Chapter 8: Structuring Your Project
Chapter 9: Modules and Packages
Chapter 10: Object-Oriented Programming
Chapter 11: Decorators
Chapter 12: Dynamic Typing
Chapter 13: Mutable and Immutable Types
Chapter 14: Testing Your Code
Chapter 15: Documentation
Chapter 16: Packaging Your Code
Chapter 17: Useful Vocabulary and Concepts
Part III: Scenario Guide

Chapter 18: Command-Line Applications
Chapter 19: Web Applications
Chapter 20: Libraries and Frameworks
Chapter 21: Data Science and Machine Learning
Chapter 22: DevOps and Infrastructure
Appendix A: Additional Notes

The Zen of Python
PEP 8
Packaging and Distribution
Licensing"
A Smarter Way to Learn Python: Learn it faster. Remember it longer.,[ Mark Myers],19.95,236,4.6,76%,14%,7%,2%,2%,English,"CreateSpace Independent Publishing Platform (August 9, 2017)",978-1974431472,"Chapter 1: What Is Python?
Chapter 2: Variables and Data Types
Chapter 3: Conditional Statements
Chapter 4: Loops
Chapter 5: Functions
Chapter 6: Modules
Chapter 7: Classes and Objects
Chapter 8: Error Handling
Chapter 9: Files and I/O
Chapter 10: Object-Oriented Programming
Chapter 11: Testing
Chapter 12: Deploying Your Code"
"Math for Programmers: 3D graphics, machine learning, and simulations with Python",[ Paul Orland],40.84,688,4.5,72%,13%,8%,3%,5%,English,"Manning; 1st edition (January 12, 2021)",978-1617295355,"Part I: Vectors and Graphics

Drawing with 2D vectors
Ascending to the 3D world
Transforming vectors and graphics
Computing transformations with matrices
Generalizing to higher dimensions
Solving systems of linear equations
Part II: Calculus and Physical Simulation

Understanding rates of change
Simulating moving objects
Working with symbolic expressions
Simulating force fields
Optimizing a physical system
Analyzing sound waves with a Fourier series
Part III: Machine Learning Applications

Fitting functions to data
Classifying data with logistic regression
Training neural networks
Appendix

Python libraries for mathematics and science
Answers to selected exercises
Index"
"Microsoft Python Certification Exam 98-281 & PCEP â€“ Preparation Guide: Introduction To Programming Using Python, PCEP â€“ Certified Entry Level Python Programmer","[ Raman Publications, R Raman, et al.]",19.99,151,3.9,59%,13%,15%,13%,,This Python programming guide assumes certain level of programming knowledge. It is not a beginner textbook.,"Independently published (January 14, 2021)",979-8589463590,"Introduction – Microsoft & PCEP Certification Guide
Module 1: Perform operations using data types & operators
Module 2: Control Flow with Decisions & Loops
Module 3: Input / Output operations using console & Files
Module 4: Document & Structure code, Error & Exceptions
Module 5: Full Practice Test #1
Module 6: Full Practice Test #2"
"Hands-On Machine Learning with Scikit-Learn, Keras, and TensorFlow: Concepts, Tools, and Techniques to Build Intelligent Systems",[ AurÃ©lien GÃ©ron],57.49,856,4.8,85%,10%,3%,1%,2%,English,"O'Reilly Media; 2nd edition (October 15, 2019)",978-1492032649,"The Machine Learning Landscape

What is Machine Learning?
Types of Machine Learning
Machine Learning Applications
Popular Machine Learning Libraries
2. End-to-End Machine Learning Project

Data Preparation
Model Training
Model Evaluation
Model Deployment
3. Classification

Linear Regression
Logistic Regression
Support Vector Machines
Decision Trees
Random Forests
4. Training Models

Supervised Learning
Unsupervised Learning
Reinforcement Learning
5. Support Vector Machines

The Kernel Trick
Hyperparameter Tuning
6. Decision Trees

Entropy
Information Gain
Splitting Criteria
7. Ensemble Learning and Random Forests

Bagging
Boosting
Random Forests
8. Dimensionality Reduction

Principal Component Analysis
Singular Value Decomposition
Linear Discriminant Analysis
9. Unsupervised Learning Techniques

Clustering
Association Rule Learning
Anomaly Detection
10. Introduction to Artificial Neural Networks with Keras

What are Neural Networks?
Types of Neural Networks
Building a Neural Network with Keras
11. Training Deep Neural Networks

Gradient Descent
Backpropagation
Hyperparameter Tuning
12. Custom Models and Training with TensorFlow

Building Custom Models with TensorFlow
Training Custom Models with TensorFlow
13. Loading and Preprocessing Data with TensorFlow

Loading Data into TensorFlow
Preprocessing Data in TensorFlow
14. Deep Computer Vision Using Convolutional Neural Networks

What are Convolutional Neural Networks?
Building a CNN for Image Classification
Transfer Learning
15. Processing Sequences Using RNNs and CNNs

What are Recurrent Neural Networks?
Building an RNN for Text Classification
Combining RNNs and CNNs for Video Classification
16. Natural Language Processing with RNNs and Attention

What is Attention?
Building an RNN with Attention for Machine Translation
17. Autoencoders, GANs, and Diffusion Models

What are Autoencoders?
What are Generative Adversarial Networks?
What are Diffusion Models?
18. Reinforcement Learning

What is Reinforcement Learning?
Q-Learning
Policy Gradients
Machine Learning Project Checklist"
Black Hat Python: Python Programming for Hackers and Pentesters,[ Justin Seitz],34.95,192,4.6,76%,14%,5%,3%,2%,English,"No Starch Press; 1st edition (December 21, 2014)",978-1593275907,"Setting Up Your Python Environment

Installing Kali Linux
Installing the Prerequisites
Creating a Process Monitor
Process Monitoring with WMI
Kicking the Tires
Windows Token Privileges
Winning the Race
The Network: Basics

Python Networking in a Paragraph
The Network: Raw Sockets and Sniffing

Building a UDP Host Discovery Tool
Writing a Sniffer
Owning the Network with Scapy

Stealing Email Credentials
Web Hackery

Extending Burp Proxy
GitHub Command and Control

Creating a Trojan Command-and-Control Server Using GitHub
Common Trojaning Tasks on Windows

Automating Common Malware Tasks Like Keylogging and Screenshotting
Fun with Internet Explorer

Code Injection
Windows Privilege Escalation

Escalating Windows Privileges with Creative Process Control
Automating Offensive Forensics

Using Offensive Memory Forensics Tricks to Retrieve Password Hashes and Find Vulnerabilities on a Virtual Machine
Abusing Windows COM Automation
Exfiltrating Data from a Network Undetected"
The Art of Clean Code: Best Practices to Eliminate Complexity and Simplify Your Life,[ Christian Mayer],22.99,176,4.4,70%,30%,,,,English,"No Starch Press (August 2, 2022)",978-1718502185,"Chapter 1: Introduction
Chapter 2: The 80/20 Principle
Focus on the important stuff
Identify the 20% of your code that matters most
Make the 20% as good as possible
Chapter 3: Avoid Coding in Isolation
Create a minimum viable product (MVP)
Get early feedback from users and other developers
Use feedback to improve your code
Chapter 4: Write Clean and Simple Code
Eliminate clutter
Use descriptive variable names
Write short, concise functions
Use whitespace effectively
Chapter 5: Avoid Premature Optimization
Don't optimize until you know there's a problem
Use simple algorithms
Focus on readability and maintainability
Chapter 6: Achieve Flow
Balance your goals, capacity, and feedback
Create a positive work environment
Take breaks and avoid burnout
Chapter 7: Do One Thing Well
Write focused functions
Avoid feature creep
Use single responsibility principle
Chapter 8: Less is More
Design efficient user interfaces
Use simple language
Avoid unnecessary features
Chapter 9: Focus
Tie your new skills together into one unifying principle
Prioritize your work
Avoid distractions"
Scala 3 Programming for Beginners: An Introduction to Learn the Scala 3 Programming Language with Tutorials and Hands-On Examples,[ Nathan Metzler],8.99,176,,,,,,,Scroll to the top of the page and click the ,"Independently published (December 16, 2021)",979-8782427801,"Chapter 1: Introduction to Scala 3

What is Scala?
Why Scala?
Features of Scala 3
Setting up Scala 3
Scala 3 REPL
Variables and Data Types
Control Structures
Chapter 2: Functions and Methods

Functions
Methods
Higher-Order Functions
Currying
Partial Functions
Chapter 3: Object-Oriented Programming in Scala 3

Classes and Objects
Traits
Inheritance
Case Classes
Chapter 4: Collections in Scala 3

List
Array
Set
Map
Tuples
For Comprehensions
Chapter 5: Pattern Matching in Scala 3

Basic Pattern Matching
Advanced Pattern Matching
Case Classes and Pattern Matching
Chapter 6: Type System in Scala 3

Basic Types
Type Inference
Generic Types
Structural Typing
Chapter 7: Concurrency in Scala 3

Actors
Futures
Promises
Parallel Collections
Chapter 8: Metaprogramming in Scala 3

Macros
Inline Functions
Staged Programming
Chapter 9: Building Applications with Scala 3

Testing and Debugging
Build Tools
Web Development
Data Science and Machine Learning
Chapter 10: Case Studies

Developing a Simple Web Application
Building a Data Science Pipeline
Implementing a Graph Algorithm
Appendix

Scala 3 Language Reference
Common Scala 3 Libraries
Resources for Learning Scala 3"
Machine Learning with Python Cookbook: Practical Solutions from Preprocessing to Deep Learning,,49.18,366,4.5,72%,16%,5%,4%,3%,English,"O'Reilly Media; 1st edition (April 17, 2018)",978-1491989388,"1.0 Working with Vectors, Matrices, and Arrays in NumPy
2.0 Loading Data
3.0 Data Wrangling
4.0 Handling Numerical Data
5.0 Handling Categorical Data
6.0 Handling Text
7.0 Handling Dates and Times
8.0 Handling Images
9.0 Dimensionality Reduction Using Feature Extraction
10.0 Dimensionality Reduction Using Feature Selection
11.0 Model Evaluation
12.0 Model Selection
13.0 Linear Regression
14.0 Trees and Forests
15.0 K-Nearest Neighbors
16.0 Logistic Regression
17.0 Support Vector Machines
18.0 Naive Bayes
19.0 Clustering
20.0 Tensors with PyTorch
Appendix"
"Test-Driven Development with Python: Obey the Testing Goat: Using Django, Selenium, and JavaScript",[ Harry Percival],45.99,624,4.7,80%,14%,2%,2%,1%,English,"O'Reilly Media; 2nd edition (August 31, 2017)",978-1491958704,"Part I: The Basics

Introduction to Test-Driven Development (TDD)
TDD with Python, Django, and Selenium
Functional Testing with Selenium
Unit Testing with Django
Models and Views
Templates
Testing with Mocks
Part II: Web Development Essentials

Static Files and Deployment
Form Data Validation
Database Migrations
JavaScript
Testing JavaScript with Selenium
Asynchronous Programming with Django Channels
Testing Asynchronous Code
Testing with a Continuous Integration (CI) Server
Testing in Production
Part III: Advanced Topics

Architecture Patterns for Testable Code
TDD for APIs
TDD for Web Services
TDD for User Interfaces
Appendix

A. Installing Python, Django, and Selenium
B. Running the Functional Tests
C. Running the Unit Tests
D. Setting Up a Continuous Integration (CI) Server
E. Testing in Production"
Numerical Python in Astronomy and Astrophysics: A Practical Guide to Astrophysical Problem Solving (Undergraduate Lecture Notes in Physics),,53.92,260,4.7,81%,10%,9%,,,English,"Springer; 1st ed. 2021 edition (July 15, 2021)",978-3030703462,"Python Basics

Introduction
Programming with Python
Data Types and Variables
Conditional Statements and Loops
Functions
Modules and Packages
Computing and Displaying Data

NumPy Arrays
Matplotlib
Astronomical Data Formats
Functions and Numerical Methods

Mathematical Functions
Numerical Integration and Differentiation
Root Finding
Fitting Data
Solving Differential Equations

Ordinary Differential Equations
Partial Differential Equations
Astronomical Data Analysis

Data Reduction
Time Series Analysis
Image Analysis"
